"No.","Time","Source","Destination","Protocol","Length","Info"
"9315","36.578924","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9316","36.578983","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=389481 Win=135168 Len=0"
"9317","36.579413","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9318","36.580122","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=490280 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9319","36.580613","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=491720 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9320","36.580667","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=493160 Win=135168 Len=0"
"9321","36.581103","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9322","36.581156","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=392361 Win=135168 Len=0"
"9323","36.581622","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9324","36.583184","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9325","36.583246","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=395241 Win=135168 Len=0"
"9326","36.583681","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9327","36.584448","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Previous segment not captured] 443  >  57140 [ACK] Seq=494600 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9328","36.584487","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9320#1] 57140  >  443 [ACK] Seq=2116 Ack=493160 Win=135168 Len=0 SLE=494600 SRE=496040"
"9329","36.585859","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"9330","36.585894","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=399561"
"9331","36.588971","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9332","36.589014","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#1] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=401001"
"9333","36.589213","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9334","36.589240","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#2] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=402441"
"9335","36.590535","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Previous segment not captured] 443  >  57140 [ACK] Seq=497480 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9336","36.590582","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9320#2] 57140  >  443 [ACK] Seq=2116 Ack=493160 Win=135168 Len=0 SLE=497480 SRE=498920 SLE=494600 SRE=496040"
"9337","36.590729","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9338","36.590758","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#3] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=403881"
"9339","36.591229","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9340","36.591251","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#4] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=405321"
"9341","36.592553","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9342","36.592587","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#5] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=406761"
"9343","36.593041","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9344","36.593067","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#6] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=408201"
"9345","36.593818","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9346","36.593845","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#7] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=409641"
"9347","36.595278","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9348","36.595332","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9330#8] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=398121 SRE=411081"
"9349","36.596435","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"9350","36.596480","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#9] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=413961 SLE=398121 SRE=411081"
"9351","36.597632","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Previous segment not captured] 443  >  57140 [ACK] Seq=501800 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9352","36.597677","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 9320#3] 57140  >  443 [ACK] Seq=2116 Ack=493160 Win=135168 Len=0 SLE=501800 SRE=503240 SLE=497480 SRE=498920 SLE=494600 SRE=496040"
"9353","36.598146","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=503240 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9354","36.598178","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 9320#4] 57140  >  443 [ACK] Seq=2116 Ack=493160 Win=135168 Len=0 SLE=501800 SRE=504680 SLE=497480 SRE=498920 SLE=494600 SRE=496040"
"9355","36.598719","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9356","36.598822","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#10] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=415401 SLE=398121 SRE=411081"
"9357","36.599235","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9358","36.599322","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#11] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=416841 SLE=398121 SRE=411081"
"9359","36.599889","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9360","36.599933","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#12] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=418281 SLE=398121 SRE=411081"
"9361","36.600433","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9362","36.600458","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#13] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=419721 SLE=398121 SRE=411081"
"9363","36.602255","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Fast Retransmission] 443  >  57140 [ACK] Seq=493160 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9364","36.602323","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","57140  >  443 [ACK] Seq=2116 Ack=496040 Win=135168 Len=0 SLE=501800 SRE=504680 SLE=497480 SRE=498920"
"9365","36.602711","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9366","36.602740","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#14] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=421161 SLE=398121 SRE=411081"
"9367","36.603191","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9368","36.603213","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#15] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=422601 SLE=398121 SRE=411081"
"9369","36.605385","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=504680 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU], Ignored Unknown Record"
"9370","36.605386","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9371","36.605386","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9372","36.605387","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9373","36.605431","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9364#1] 57140  >  443 [ACK] Seq=2116 Ack=496040 Win=135168 Len=0 SLE=501800 SRE=506120 SLE=497480 SRE=498920"
"9374","36.605455","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9364#2] 57140  >  443 [ACK] Seq=2116 Ack=496040 Win=135168 Len=0 SLE=501800 SRE=507560 SLE=497480 SRE=498920"
"9375","36.605469","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#16] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=424041 SLE=398121 SRE=411081"
"9376","36.605479","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9330#17] 57139  >  443 [ACK] Seq=2117 Ack=396681 Win=135168 Len=0 SLE=412521 SRE=425481 SLE=398121 SRE=411081"
"9377","36.606506","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"9378","36.606575","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=2117 Ack=411081 Win=135168 Len=0 SLE=412521 SRE=425481"
"9379","36.607894","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57139 [ACK] Seq=411081 Ack=2117 Win=1049600 Len=1440"
"9380","36.607958","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=425481 Win=135168 Len=0"
"9381","36.608463","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Fast Retransmission] 443  >  57140 [ACK] Seq=496040 Ack=2116 Win=1049600 Len=1440 [TCP segment of a reassembled PDU]"
"9382","36.608505","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=498920 Win=135168 Len=0 SLE=501800 SRE=507560"
"9383","36.608632","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9384","36.608667","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=426921 Win=135168 Len=0"
"9385","36.609124","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9386","36.610169","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=498920 Ack=2116 Win=1049600 Len=1440"
"9387","36.610206","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57140  >  443 [ACK] Seq=2116 Ack=500360 Win=135168 Len=0 SLE=501800 SRE=507560"
"9388","36.611376","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9389","36.611413","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=429801 Win=135168 Len=0"
"9390","36.611876","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9391","36.612488","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Retransmission] 443  >  57140 [ACK] Seq=500360 Ack=2116 Win=1049600 Len=1440"
"9392","36.612542","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=507560 Win=135168 Len=0"
"9393","36.612660","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9394","36.612691","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=432681 Win=135168 Len=0"
"9395","36.613148","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9396","36.614124","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","443  >  57140 [ACK] Seq=507560 Ack=2116 Win=1049600 Len=1440"
"9397","36.615711","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9398","36.615752","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=510440 Win=135168 Len=0"
"9399","36.615893","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9400","36.615935","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57139  >  443 [ACK] Seq=2117 Ack=435561 Win=135168 Len=0"
"9401","36.616436","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9402","36.618575","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"9403","36.618597","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=438441 SRE=439881"
"9404","36.620631","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9405","36.620659","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9403#1] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=438441 SRE=441321"
"9406","36.620800","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9407","36.620821","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9403#2] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=438441 SRE=442761"
"9408","36.621047","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9409","36.621546","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9410","36.621580","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","74","57140  >  443 [ACK] Seq=2116 Ack=513320 Win=135168 Len=0"
"9411","36.622119","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9412","36.622141","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9403#3] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=438441 SRE=444201"
"9413","36.622338","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9414","36.622357","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9403#4] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=438441 SRE=445641"
"9415","36.622551","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9416","36.622568","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9403#5] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=438441 SRE=447081"
"9417","36.627613","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"9418","36.627654","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9403#6] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=451401 SRE=452841 SLE=438441 SRE=447081"
"9419","36.627845","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9420","36.627867","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9403#7] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=451401 SRE=454281 SLE=438441 SRE=447081"
"9421","36.628002","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9422","36.628023","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9403#8] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=451401 SRE=455721 SLE=438441 SRE=447081"
"9423","36.634199","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Previous segment not captured] 443  >  57139 [ACK] Seq=457161 Ack=2117 Win=1049600 Len=1440"
"9424","36.634242","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 9403#9] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=457161 SRE=458601 SLE=451401 SRE=455721 SLE=438441 SRE=447081"
"9425","36.636149","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9426","36.636188","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 9403#10] 57139  >  443 [ACK] Seq=2117 Ack=437001 Win=135168 Len=0 SLE=457161 SRE=460041 SLE=451401 SRE=455721 SLE=438441 SRE=447081"
"9427","36.636320","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Fast Retransmission] , Ignored Unknown Record"
"9428","36.636373","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","57139  >  443 [ACK] Seq=2117 Ack=447081 Win=135168 Len=0 SLE=457161 SRE=460041 SLE=451401 SRE=455721"
"9429","36.636565","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9430","36.636584","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","94","[TCP Dup ACK 9428#1] 57139  >  443 [ACK] Seq=2117 Ack=447081 Win=135168 Len=0 SLE=457161 SRE=461481 SLE=451401 SRE=455721"
"9431","36.637058","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"9432","36.637078","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9410#1] 57140  >  443 [ACK] Seq=2116 Ack=513320 Win=135168 Len=0 SLE=519080 SRE=520520"
"9433","36.639475","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2620:108:700f::3418:771c","TCP","1514","[TCP Retransmission] 57124  >  443 [PSH, ACK] Seq=10260 Ack=32914 Win=65792 Len=1440"
"9434","36.649783","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9435","36.649785","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","[TCP Previous segment not captured] , Ignored Unknown Record"
"9436","36.649785","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9437","36.649786","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TCP","1514","[TCP Out-Of-Order] 443  >  57139 [ACK] Seq=447081 Ack=2117 Win=1049600 Len=1440"
"9438","36.649786","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9439","36.649787","2a00:86c0:1047:1047::144","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","TLSv1.2","1514","Ignored Unknown Record"
"9440","36.649837","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9410#2] 57140  >  443 [ACK] Seq=2116 Ack=513320 Win=135168 Len=0 SLE=519080 SRE=521960"
"9441","36.649871","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 9428#2] 57139  >  443 [ACK] Seq=2117 Ack=447081 Win=135168 Len=0 SLE=462921 SRE=464361 SLE=457161 SRE=461481 SLE=451401 SRE=455721"
"9442","36.649884","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","[TCP Dup ACK 9428#3] 57139  >  443 [ACK] Seq=2117 Ack=447081 Win=135168 Len=0 SLE=462921 SRE=465801 SLE=457161 SRE=461481 SLE=451401 SRE=455721"
"9443","36.649932","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","102","57139  >  443 [ACK] Seq=2117 Ack=448521 Win=135168 Len=0 SLE=462921 SRE=465801 SLE=457161 SRE=461481 SLE=451401 SRE=455721"
"9444","36.649952","2001:df7:5600:8002:f4d9:f9d7:97cf:1f28","2a00:86c0:1047:1047::144","TCP","86","[TCP Dup ACK 9410#3] 57140  >  443 [ACK] Seq=2116 Ack=513320 Win=135168 Len=0 SLE=519080 SRE=523400"
